11 -149.7850000000 265.8140000000 377.0110000000
12 -95.3650000000 270.1880000000 377.2850000000
13 -88.5120000000 266.0210000000 377.3090000000
14 -78.6980000000 258.4310000000 377.2910000000
15 -86.9400000000 248.4520000000 377.3390000000
16 -102.3250000000 244.0880000000 377.2580000000
17 -93.3460000000 242.2790000000 377.2700000000
18 -148.3300000000 220.2710000000 377.2140000000
21 -132.9390000000 282.6110000000 377.0020000000
22 -139.8670000000 275.4980000000 377.0180000000
23 -123.6670000000 284.8540000000 377.0500000000
24 -92.8890000000 281.3580000000 377.2540000000
25 -77.8350000000 282.8390000000 377.2530000000
26 -83.4760000000 277.5630000000 377.3000000000
27 -76.9880000000 272.6370000000 377.2980000000
28 -176.0060000000 289.9030000000 376.6230000000
31 -23.6200000000 201.5460000000 376.8050000000
32 -23.8020000000 222.3530000000 376.8720000000
33 -40.4890000000 235.1700000000 376.9610000000
34 -54.5270000000 237.5180000000 377.1230000000
35 -64.8510000000 250.8130000000 377.2390000000
36 -70.0750000000 259.4020000000 377.2660000000
37 -60.0570000000 263.6760000000 377.1800000000
38 -50.6760000000 264.5460000000 377.1000000000
41 -67.9900000000 271.1030000000 377.2360000000
42 -60.0580000000 271.9050000000 377.2040000000
43 -70.8850000000 278.8180000000 377.2520000000
44 -45.5400000000 273.2450000000 377.0660000000
45 -53.1560000000 276.2680000000 377.0900000000
46 -22.6590000000 263.6940000000 376.9480000000
47 -55.0970000000 284.2850000000 377.1810000000
48 -14.9000000000 273.8700000000 376.9100000000
61 -105.2810000000 217.1800000000 377.2550000000
62 -98.5300000000 230.1620000000 377.2600000000
63 -81.8450000000 229.3370000000 377.2700000000
64 -79.5410000000 238.1280000000 377.2700000000
65 -75.1200000000 247.0020000000 377.2550000000
66 -71.0170000000 235.9290000000 377.2390000000
67 -62.5670000000 228.9870000000 377.2100000000
68 -50.6910000000 221.8850000000 377.0780000000
81 -160.4650000000 573.2070000000 374.7730000000
82 -128.0460000000 350.4940000000 376.5700000000
83 -69.7710000000 294.0310000000 377.1920000000
84 -78.7310000000 297.2590000000 377.1960000000
85 -103.9410000000 300.9140000000 377.0500000000
86 -100.1720000000 288.8960000000 377.1570000000
87 -395.4520000000 371.1520000000 374.5150000000
88 -263.5470000000 389.2740000000 375.3220000000
91 326.1410000000 203.6080000000 373.9450000000
92 173.4250000000 193.5950000000 375.0320000000
93 -2.5150000000 292.8410000000 376.8920000000
94 -46.5540000000 287.4690000000 377.1150000000
95 -56.1410000000 295.9220000000 377.1560000000
96 -33.7050000000 351.0480000000 376.9760000000
97 50.1270000000 536.1590000000 376.1810000000
98 84.8800000000 519.1410000000 376.3140000000
EastHex01 86.3730000000 284.1210000000 376.2500000000
EastHex02 100.3470000000 284.0970000000 376.1800000000
EastHex03 114.3460000000 284.0920000000 375.9100000000
EastHex04 128.3400000000 284.1040000000 375.7700000000
EastHex05 79.3690000000 271.9860000000 376.2400000000
EastHex06 93.3390000000 271.9760000000 376.0700000000
EastHex07 107.3650000000 271.9570000000 375.9500000000
EastHex08 121.3550000000 271.9910000000 375.8300000000
EastHex09 135.3670000000 271.9620000000 375.6500000000
EastHex10 72.3800000000 259.8480000000 376.2400000000
